county_code,farm_acres,cropland_acres,irrigated_acres,crop_totals_sales_measured_in,farm_income_1,xmas_tree_sale,fertilizer_use,chemical_use,fuel_use_$,hired_labor_cost,contract_labor_cost,worker_number,emus_sold,bee_colonies,honey_sold,ornamental_fish,bison_sale,aquatic_plants,mushroom_spawn_sale,grazing_rotation,producer_age_group,state_lower,county,county_acreage_2000,population
013,"107,043","38,128","27,232","38,380,000",80,13,"2,369,000","1,090,000","2,023,000","14,895,000","1,190,000","1,268",NA,503,"48,000",NA,1,NA,NA,161,58.9,colorado,Boulder,480876.8,330758
013,"35,647","16,231",221,"33,273,000","18,340",37,"1,836,000","972,000","2,690,000","11,833,000","2,514,000","1,003",NA,236,"17,000",NA,NA,NA,NA,91,56.5,connecticut,Tolland,266886.4,NA
013,"118,066","25,439","3,320","18,816,000",92,3,"4,236,000","1,933,000","1,395,000","4,693,000","750,000",212,NA,950,"59,000",1,NA,NA,NA,41,60.2,florida,Calhoun,367577.60000000003,13648
013,"22,346","6,122",402,"865,000","21,755",NA,"521,000","130,000","893,000","1,557,000","312,000",114,NA,105,"12,000",NA,NA,NA,NA,43,61,georgia,Barrow,104217.6,83505
013,"211,228","52,106","37,293","16,669,000","11,801",NA,"1,841,000","619,000","1,653,000","5,833,000","181,000",351,NA,0,0,NA,NA,NA,NA,19,56.5,idaho,Blaine,1703052.8,24272
013,"114,628","68,694",0,"28,146,000","25,444",NA,"3,691,000","2,989,000","1,554,000","1,331,000","61,000",187,NA,0,NA,NA,NA,NA,NA,20,60.5,illinois,Calhoun,181561.6,4437
013,"14,791","5,737",66,"1,637,000","-4,132",NA,"326,000","117,000","238,000","300,000","20,000",103,NA,65,0,NA,NA,NA,0,16,59.5,indiana,Brown,202636.8,15475
013,"292,163","275,599",357,"161,719,000","61,712",1,"20,358,000","12,497,000","8,715,000","10,684,000","944,000",820,0,99,"9,000",NA,1,NA,NA,35,57.5,iowa,Black Hawk,366022.39999999997,131144
013,"311,595","258,601","8,033","112,057,000","68,333",NA,"15,469,000","13,852,000","4,887,000","5,755,000","617,000",337,NA,0,NA,NA,NA,1,NA,53,56.7,kansas,Brown,366208,9508
013,"15,103","3,409",4,"245,000","-7,385",NA,"72,000","10,000","195,000","156,000",0,64,NA,68,NA,NA,NA,NA,NA,32,54,kentucky,Bell,231264,24097
013,"34,089","10,023",0,"834,000","42,947",3,"186,000","102,000","675,000","416,000","245,000",96,NA,16,NA,NA,NA,NA,NA,24,60.4,louisiana,Bienville,525932.8,12981
013,"25,601","9,893",275,"6,373,000","9,131",8,"246,000","125,000","554,000","1,985,000","639,000",433,NA,36,"5,000",NA,NA,NA,NA,50,58.4,maine,Knox,730944,40607
015,"73,793","54,575","1,476","78,051,000","37,561",10,"6,187,000","2,858,000","4,710,000","30,783,000","1,010,000","1,596",0,179,"13,000",NA,NA,1,NA,90,56.8,maryland,Cecil,267443.2,103725
013,"35,992","12,035","1,042","21,571,000","11,403",27,"1,241,000","674,000","1,624,000","7,230,000","481,000",902,0,925,"49,000",NA,NA,NA,NA,62,56.4,massachusetts,Hampden,405836.8,465825
013,"17,604","9,511",5,"1,291,000","12,846",NA,"119,000","53,000","98,000","75,000","19,000",0,NA,39,0,NA,NA,NA,NA,15,52,michigan,Baraga,684064,8158
013,"382,730","355,453","4,282","202,637,000","132,254",NA,"24,618,000","13,688,000","10,513,000","11,364,000","3,085,000","1,007",NA,0,0,NA,NA,NA,NA,27,57.3,minnesota,Blue Earth,490176,69112
013,"148,086","73,774",802,"56,223,000","34,224",NA,"5,881,000","4,113,000","3,568,000","9,445,000","838,000",878,NA,15,0,NA,NA,NA,NA,32,60,mississippi,Calhoun,376300.80000000005,13266
013,"459,524","281,704","3,579","101,134,000","34,490",NA,"17,370,000","10,592,000","6,900,000","5,522,000","425,000",593,NA,72,"6,000",NA,NA,NA,NA,158,56.4,missouri,Bates,544876.8,16042
013,"1,270,192","419,999","35,695","51,162,000","21,194",NA,"10,244,000","6,386,000","6,466,000","6,159,000","738,000",552,NA,92,"10,000",NA,NA,NA,NA,154,58.9,montana,Cascade,1735456,84414
013,"677,164","346,638","138,458","107,840,000","76,435",NA,"16,283,000","10,275,000","6,656,000","8,314,000","935,000",450,NA,0,NA,NA,NA,NA,NA,37,57.1,nebraska,Box Butte,689817.6,10842
013,"990,113","158,260","162,639","75,242,000","91,353",NA,"5,072,000","3,864,000","5,222,000","16,481,000","480,000",625,NA,0,0,NA,NA,NA,NA,42,54.7,nevada,Humboldt,6181036.800000001,17285
013,"54,293","17,503",350,"36,550,000","13,889",23,"939,000","498,000","1,981,000","11,704,000","2,022,000",898,NA,204,"12,000",NA,1,NA,NA,79,56.9,new hampshire,Merrimack,612153.6,153808
013,191,60,12,0,0,NA,0,0,"65,000","1,970,000",0,0,NA,161,"10,000",NA,NA,NA,NA,3,53.4,new jersey,Essex,82918.4,863728
011,"1,182,224","10,065","7,620","5,486,000",0,NA,"1,003,000","533,000","1,482,000","2,737,000","341,000",218,NA,0,NA,NA,NA,NA,NA,26,56.4,new mexico,De Baca,1493651.2,1698
013,"223,634","126,949","1,030","73,257,000","52,683",12,"6,844,000","3,545,000","5,731,000","18,972,000","1,091,000","2,322",NA,387,"69,000",NA,NA,2,NA,192,56,new york,Chautauqua,960012.8,127657
013,"139,475","118,626","2,045","73,263,000","132,121",NA,"13,238,000","8,023,000","4,065,000","7,945,000","2,162,000",535,NA,0,NA,NA,NA,NA,NA,20,57,north carolina,Beaufort,613561.6000000001,44652
013,"519,380","393,351",NA,"61,157,000","63,245",NA,"11,353,000","9,350,000","3,542,000","2,939,000","236,000",229,NA,0,0,NA,1,NA,NA,27,58,north dakota,Burke,722726.4,2201
013,"129,364","41,431",82,"5,887,000",87,2,"765,000","129,000","1,387,000","2,101,000","69,000",338,NA,304,"12,000",NA,NA,NA,NA,140,56.6,ohio,Belmont,346489.6,66497
013,"432,983","104,491","6,415","20,811,000","3,899",NA,"3,007,000","1,452,000","5,099,000","7,177,000","946,000",725,NA,224,"7,000",NA,1,NA,NA,285,57.7,oklahoma,Bryan,603795.2,46067
013,"799,845","49,167","67,573","12,094,000","7,408",NA,"2,688,000","593,000","2,773,000","4,768,000","361,000",427,NA,81,0,NA,3,NA,NA,169,56.5,oregon,Crook,1911942.4,24738
013,"78,923","55,797",177,"16,904,000","61,139",4,"2,901,000","3,527,000","3,022,000","10,295,000","734,000",697,NA,154,"7,000",NA,1,2,NA,89,52.3,pennsylvania,Blair,337350.4,122822
013,"55,955","7,101","2,007","19,216,000","-8,839",NA,"1,258,000","1,194,000","1,434,000","5,875,000","1,955,000","2,212",NA,0,"78,000",NA,NA,NA,NA,21,55.9,south carolina,Beaufort,590643.2,187117
015,"517,536","277,869","5,405","49,970,000","112,745",NA,"10,891,000","6,918,000","5,762,000","3,837,000","265,000",361,NA,280,0,NA,NA,NA,NA,61,55.2,south dakota,Brule,541753.6,5247
013,"27,575","10,238",91,"1,260,000","-1,626",NA,"376,000","45,000","344,000","110,000","102,000",96,NA,48,NA,NA,1,NA,NA,18,60.6,tennessee,Campbell,318880,39272
013,"745,721","107,128","25,079","20,508,000","-7,047",NA,"3,957,000","2,464,000","5,892,000","9,831,000","1,872,000",891,NA,375,"16,000",1,1,NA,NA,375,58.5,texas,Atascosa,790790.3999999999,48981
013,"1,057,413","77,299","96,513","16,130,000","8,657",NA,"2,655,000","296,000","4,036,000","4,608,000","606,000",576,NA,0,"358,000",NA,NA,NA,NA,170,54.1,utah,Duchesne,2083820.7999999998,19596
013,"18,799","12,631",47,"3,037,000","38,093",NA,"619,000","232,000","690,000","2,211,000","159,000",167,NA,69,"6,000",NA,NA,NA,NA,24,57,vermont,Grand Isle,124588.79999999999,7293
013,5,NA,NA,NA,0,NA,NA,0,"4,000",NA,NA,NA,NA,134,"7,000",NA,NA,NA,NA,NA,50.6,virginia,Arlington,16614.4,238643
013,"243,351","149,535","2,966","26,531,000","45,868",NA,"4,340,000","4,081,000","2,007,000","5,873,000","133,000",363,NA,66,"123,000",NA,NA,NA,NA,28,61,washington,Columbia,559059.2,3952
013,"60,967","12,439",5,"947,000",63,1,"170,000","11,000","327,000","166,000","14,000",103,NA,103,"5,000",NA,NA,NA,NA,55,58.7,west virginia,Calhoun,179609.59999999998,6229
013,"89,237","48,965",346,"13,659,000","23,639",1,"2,550,000","1,276,000","1,500,000","3,318,000","188,000",270,NA,150,"10,000",NA,2,NA,NA,46,58.2,wisconsin,Burnett,563443.2,16526
013,"1,165,154","125,861","135,890","33,443,000","19,912",NA,"5,136,000","1,226,000","5,898,000","9,271,000","757,000",995,NA,"1,107","1,015,000",NA,2,NA,NA,234,57.7,wyoming,Fremont,5930112,39234
015,"89,010","28,470","1,058","13,011,000","31,748",NA,"2,023,000","1,507,000","3,778,000","4,735,000","626,000",393,NA,391,"27,000",NA,1,1,NA,102,57,alabama,Calhoun,391884.80000000005,116441
013,"474,438","257,187","180,214","475,684,000","60,458",2,"34,855,000","24,245,000","30,832,000","193,686,000","19,037,000","7,925",NA,"13,396","1,165,000",1,1,1,NA,113,59.3,arizona,Maricopa,5903532.800000001,4420568
015,"290,429","54,566",29,"3,409,000","70,527",NA,"2,070,000","601,000","6,057,000","9,083,000","3,021,000",749,NA,100,0,NA,1,1,NA,202,56.2,arkansas,Carroll,408838.39999999997,28260
015,"19,770","7,878","9,075","11,111,000","64,395",NA,"548,000",0,"1,459,000","8,619,000",0,347,NA,16,NA,NA,1,NA,NA,26,57.1,california,Del Norte,787040,27743
014,"8,506","7,695","1,231","475,000","-1,995",NA,"59,000","53,000","73,000",0,NA,3,NA,NA,NA,NA,NA,NA,NA,NA,67.6,colorado,Broomfield,0,74112
015,"51,990","22,369",399,"16,628,000","8,532",23,"1,285,000","427,000","2,243,000","8,915,000","676,000",646,NA,570,"61,000",NA,1,NA,NA,90,57.7,connecticut,Windham,333740.80000000005,NA
015,"112,758","18,547","11,639","40,293,000","28,609",NA,"7,837,000","4,245,000","1,576,000","5,119,000","1,539,000",690,NA,"1,559","10,000",NA,NA,NA,NA,55,57.2,florida,Charlotte,549836.8,186847
015,"77,416","16,941","1,031","8,902,000","38,077",NA,"1,365,000","504,000","1,650,000","2,212,000","616,000",305,NA,755,"104,000",NA,NA,2,NA,72,57.4,georgia,Bartow,300870.4,108901
015,"53,198","1,740","1,311","1,547,000","1,413",1,"85,000","9,000","151,000","421,000","7,000",68,NA,0,0,NA,NA,NA,NA,16,63,idaho,Boise,1220326.4,7610
015,"245,721","210,029","10,620","149,677,000","98,381",6,"17,862,000","11,394,000","7,663,000","8,488,000","334,000",486,NA,67,"6,000",NA,NA,NA,NA,38,58.3,illinois,Carroll,298092.8,15702
015,"224,205","213,426","1,597","137,422,000","106,056",1,"16,598,000","12,494,000","6,408,000","9,563,000","2,506,000",624,NA,42,"1,000",NA,NA,NA,NA,56,54.2,indiana,Carroll,240032,20306
015,"315,061","288,726",208,"161,299,000","61,657",1,"21,296,000","11,646,000","5,965,000","7,985,000","457,000",704,NA,84,"3,000",NA,NA,2,NA,54,59.5,iowa,Boone,367046.4,26715
015,"798,408","323,535","2,737","78,928,000","40,433",NA,"12,037,000","8,727,000","6,310,000","9,047,000","1,186,000",763,NA,369,"32,000",NA,4,NA,NA,126,56.8,kansas,Butler,925708.8,67380
015,"78,754","36,559",104,"11,551,000","3,448",1,"1,024,000","446,000","1,295,000","1,780,000","465,000",544,NA,158,"6,000",NA,NA,2,NA,100,57.1,kentucky,Boone,164454.4,135968
015,"106,823","34,046","2,049","9,488,000","-3,715",NA,"1,495,000","1,814,000","1,701,000","2,639,000","668,000",267,NA,585,"262,000",NA,NA,NA,NA,60,57.6,louisiana,Bossier,554835.2,128746
015,"25,469","6,497",133,"4,538,000","9,515",12,"298,000","82,000","663,000","3,896,000","135,000",429,NA,201,"4,000",NA,NA,NA,NA,84,57.4,maine,Lincoln,447878.39999999997,35237
017,"41,021","25,990",543,"12,439,000","-1,957",1,"2,005,000","1,277,000","1,187,000","2,302,000","49,000",180,NA,101,"8,000",1,NA,2,NA,66,56.8,maryland,Charles,411660.80000000005,166617
015,"50,644","20,237",811,"35,361,000","15,627",23,"2,684,000","1,289,000","1,905,000","12,444,000","192,000","1,267",NA,445,"80,000",NA,NA,NA,0,82,56.1,massachusetts,Hampshire,349081.60000000003,162308
015,"154,624","119,174","4,901","43,167,000","34,406",6,"6,635,000","3,536,000","4,205,000","11,988,000","1,305,000",783,NA,418,"41,000",NA,2,NA,NA,111,57.4,michigan,Barry,369216,62423
015,"355,766","330,839","4,085","174,744,000","96,476",1,"24,513,000","14,168,000","10,144,000","11,613,000","1,593,000","1,191",NA,0,0,NA,NA,NA,NA,41,55.4,minnesota,Brown,395904,25912
015,"177,454","71,934","24,503","32,729,000","22,894",NA,"3,786,000","3,913,000","3,101,000","3,502,000","272,000",337,NA,38,NA,NA,NA,NA,NA,37,60.9,mississippi,Carroll,406105.6,9998
015,"223,782","77,410",658,"16,114,000","29,208",NA,"3,599,000","1,723,000","2,524,000","1,950,000","645,000",254,NA,70,"4,000",NA,NA,NA,NA,173,57.5,missouri,Benton,481587.2,19394
015,"2,070,530","1,309,653","14,216","143,610,000","79,434",NA,"28,987,000","22,400,000","10,176,000","9,880,000","791,000",757,NA,9,0,NA,NA,NA,NA,76,57.5,montana,Chouteau,2558080,5895
015,"322,956","135,575","13,917","40,307,000","86,175",1,"5,021,000","2,631,000","3,521,000","3,061,000","395,000",246,NA,18,NA,NA,NA,NA,NA,47,55.4,nebraska,Boyd,348537.60000000003,1810
015,"329,373","46,670","37,669","21,369,000","82,006",NA,"1,491,000","513,000","2,146,000","2,522,000",0,250,NA,NA,NA,NA,NA,NA,NA,7,56,nevada,Lander,3532460.8000000003,5734
015,"32,231","10,285",301,"16,250,000","-4,319",28,"769,000","342,000","1,425,000","7,582,000","712,000",895,NA,196,"42,000",8,NA,3,0,60,56.7,new hampshire,Rockingham,508134.4,314176
015,"49,381","35,602","8,732","94,853,000","28,811",35,"9,587,000","6,988,000","5,769,000","27,710,000","882,000","1,668",0,44,0,1,NA,NA,NA,46,57.7,new jersey,Gloucester,215628.80000000002,302294
013,"528,270","93,128","73,673","228,899,000","41,662",1,"14,812,000","8,993,000","13,234,000","60,829,000","12,144,000","3,824",NA,"4,595","559,000",NA,1,NA,NA,62,61,new mexico,Dona Ana,2441356.8,219561
015,"66,904","34,970",118,"9,615,000","10,828",10,"653,000","270,000","1,140,000","2,449,000","79,000",258,NA,555,"198,000",NA,NA,NA,NA,46,57.8,new york,Chemung,262905.60000000003,84148
015,"148,113","112,281","3,178","80,485,000","300,233",NA,"9,366,000","9,432,000","6,481,000","8,721,000","7,411,000",502,NA,48,"9,000",NA,NA,NA,NA,2,59.1,north carolina,Bertie,474380.80000000005,17934
015,"824,199","423,352","4,001","65,405,000","56,781",NA,"10,530,000","7,246,000","6,198,000","5,831,000","1,005,000",533,NA,"10,454","2,079,000",NA,NA,NA,NA,166,53.8,north dakota,Burleigh,1067545.6,98458
015,"207,957","154,673",105,"63,137,000","13,873",NA,"11,546,000","5,295,000","3,426,000","1,907,000","451,000",539,NA,149,"5,000",NA,NA,NA,NA,159,57.4,ohio,Brown,316940.80000000005,43676
015,"755,924","326,657","37,298","49,449,000","13,830",NA,"10,213,000","7,233,000","7,913,000","9,335,000","1,402,000",943,NA,94,0,NA,NA,NA,NA,287,58.6,oklahoma,Caddo,825798.3999999999,26945
015,"70,338","6,260","3,219","8,699,000","19,533",3,"664,000","345,000","715,000","2,947,000","435,000",431,NA,0,0,NA,NA,NA,NA,39,58.4,oregon,Curry,1272684.8,23446
015,"303,601","183,299",262,"37,581,000","33,957",13,"3,570,000","1,338,000","5,008,000","8,441,000","646,000",809,NA,583,"69,000",NA,3,NA,NA,241,57.5,pennsylvania,Bradford,743059.2,59967
015,"100,277","18,053",664,"4,308,000","-4,955",NA,"1,144,000","507,000","658,000","1,822,000","263,000",190,NA,211,"52,000",NA,NA,NA,NA,42,55.8,south carolina,Berkeley,785964.7999999999,229861
017,"299,891","85,435","9,330","16,679,000","120,214",NA,"4,277,000","3,094,000","1,673,000","824,000","160,000",88,NA,NA,NA,NA,1,NA,NA,12,54.1,south dakota,Buffalo,311955.2,1948
015,"89,095","38,909",20,"13,713,000","2,825",1,"2,997,000","1,312,000","1,287,000","1,338,000","144,000",291,NA,121,"19,000",NA,NA,NA,NA,83,56.4,tennessee,Cannon,170054.4,14506
015,"330,481","74,067","3,980","10,498,000","-8,075",NA,"2,528,000","1,434,000","4,019,000","6,278,000","1,225,000",858,NA,717,"16,000",NA,NA,NA,NA,298,60,texas,Austin,420076.8,30167
015,"133,699","36,880","32,848","4,883,000","1,299",NA,"995,000","142,000","1,258,000","1,600,000","59,000",278,NA,176,"10,000",NA,NA,NA,NA,104,54.7,utah,Emery,2855385.6,9825
015,"53,155","14,581",171,"10,059,000","26,644",5,"481,000","177,000","1,070,000","3,514,000","396,000",377,NA,252,0,NA,NA,NA,NA,89,52.7,vermont,Lamoille,296800,25945
015,"290,911","116,776","2,549","37,519,000","45,914",22,"7,791,000","3,691,000","7,366,000","12,766,000","2,048,000","1,492",NA,762,"25,000",NA,NA,2,NA,340,57.1,virginia,Augusta,621395.2,77487
015,"28,758","10,959","2,954","10,019,000","6,046",6,"780,000","656,000","833,000","4,488,000","403,000",548,NA,45,"5,000",NA,NA,NA,NA,53,58.3,washington,Cowlitz,746451.2,110730
015,"21,276","3,167",NA,"259,000",349,1,"58,000","5,000","96,000","3,000","4,000",0,NA,217,"17,000",NA,NA,NA,NA,17,56.1,west virginia,Clay,220044.8,8051
015,"153,858","131,510",0,"44,437,000","58,697",4,"8,248,000","4,410,000","6,989,000","21,213,000","634,000","1,087",NA,256,"46,000",NA,NA,1,NA,44,54.1,wisconsin,Calumet,254099.19999999998,52442
015,"1,256,099","234,304","118,408","48,526,000","44,025",NA,"6,867,000","3,082,000","8,358,000","8,506,000","834,000",661,NA,0,0,NA,NA,NA,NA,189,56.8,wyoming,Goshen,1428582.4,12498
017,"128,655","12,486",158,"1,681,000","-1,193",1,"1,492,000","354,000","796,000","1,445,000","302,000",208,NA,37,"2,000",NA,NA,NA,NA,75,58.2,alabama,Chambers,385990.4,34772
015,"745,415","30,724","20,885","22,975,000","18,636",NA,"2,315,000","2,004,000","1,834,000","5,070,000","186,000",319,NA,31,"3,000",NA,NA,NA,NA,47,59.9,arizona,Mohave,8620614.399999999,213267
017,"307,498","273,282","221,342","143,290,000","169,380",NA,"11,127,000","21,655,000","8,748,000","9,094,000","132,000",441,NA,3,NA,NA,NA,NA,NA,11,58.4,arkansas,Chicot,442163.2,10208
017,"91,006","8,420","5,597","21,352,000","-8,966",65,"880,000","954,000","2,072,000","8,341,000","4,200,000","1,521",0,826,"17,000",NA,NA,NA,NA,170,59.4,california,El Dorado,1144384,191185
015,"66,297","17,150","16,464","3,998,000","5,803",NA,"450,000","38,000","908,000","3,601,000","381,000",262,NA,0,0,NA,NA,NA,NA,63,60.4,colorado,Chaffee,649606.4,19476
017,"55,764","9,558",875,"9,059,000","-10,485",NA,"1,044,000","543,000","1,018,000","5,011,000","658,000",720,NA,0,0,2,NA,NA,NA,114,58.9,florida,Citrus,494816,153843
017,"52,542","22,431","5,330","14,409,000","24,300",NA,"2,337,000","2,937,000","957,000","993,000","183,000",165,NA,0,0,NA,NA,NA,NA,18,58.9,georgia,Ben Hill,162579.2,17194
017,"89,331","32,849","1,191","6,142,000","-2,899",14,"737,000","289,000","1,521,000","1,546,000","230,000",473,NA,170,"4,000",NA,2,NA,NA,178,56.8,idaho,Bonner,1228537.5999999999,47110
017,"197,561","169,820","30,454","96,520,000","100,327",3,"14,305,000","8,782,000","4,097,000","4,518,000","800,000",339,NA,18,0,NA,NA,NA,NA,22,60.2,illinois,Cass,245587.2,13042
017,"199,417","182,729",799,"99,260,000","60,307",1,"13,730,000","8,237,000","5,026,000","6,048,000","330,000",473,NA,43,"3,000",NA,NA,NA,NA,49,57.4,indiana,Cass,265548.8,37870
017,"262,085","240,844",548,"136,590,000","59,481",1,"19,394,000","10,435,000","6,829,000","3,929,000","902,000",725,NA,236,"6,000",NA,1,NA,NA,48,56.6,iowa,Bremer,281344,24988
017,"360,077","65,273",0,"18,710,000","72,134",NA,"1,879,000","2,260,000","1,714,000","2,459,000","710,000",230,NA,NA,NA,NA,NA,NA,NA,8,60.3,kansas,Chase,497926.4,2572
017,"170,872","74,887",572,"45,862,000","75,422",NA,"4,080,000","1,507,000","4,591,000","29,369,000","2,525,000","1,556",NA,65,"4,000",NA,NA,NA,NA,275,56.6,kentucky,Bourbon,186662.40000000002,20252
017,"199,235","84,727","22,567","38,287,000","9,487",2,"5,100,000","7,348,000","2,776,000","3,702,000","629,000",406,NA,131,"3,000",NA,NA,NA,NA,64,58,louisiana,Caddo,599616,237848
017,"76,837","17,451",790,"18,935,000","5,620",11,"1,487,000","973,000","1,350,000","5,679,000","360,000",522,NA,542,"204,000",NA,2,NA,NA,71,57.6,maine,Oxford,1392166.4000000001,57777
019,"132,166","96,971","29,927","57,550,000","149,849",2,"8,513,000","6,211,000","6,181,000","9,509,000","2,037,000",411,NA,224,0,NA,NA,NA,NA,13,58.7,maryland,Dorchester,629068.7999999999,32531
017,"27,332","12,984","1,192","55,825,000","3,496",29,"3,626,000","711,000","2,226,000","26,043,000","1,978,000","1,873",NA,"1,203","619,000",NA,NA,NA,NA,68,58.4,massachusetts,Middlesex,542425.6,1632002
017,"209,848","197,074","5,228","102,895,000","36,540",5,"16,349,000","8,797,000","6,761,000","6,149,000","357,000",756,NA,189,"21,000",NA,NA,NA,NA,14,57.9,michigan,Bay,403782.39999999997,103856
017,"93,397","41,339",0,"4,782,000","1,265",5,"555,000","66,000","858,000","854,000","45,000",248,NA,68,"5,000",NA,1,NA,NA,112,54.8,minnesota,Carlton,560147.2,36207
017,"172,234","92,417","5,554","42,544,000","100,803",NA,"4,435,000","4,343,000","3,566,000","5,974,000","2,252,000",914,NA,0,0,NA,NA,NA,NA,34,60.2,mississippi,Chickasaw,322732.8,17106
017,"180,264","77,926","13,109","18,245,000","8,625",1,"4,502,000","1,702,000","1,883,000","1,244,000","101,000",260,NA,64,"7,000",NA,NA,NA,NA,125,58.1,missouri,Bollinger,397568,10567
017,"2,088,806","118,537","37,223","11,627,000","37,006",NA,"1,948,000","910,000","3,879,000","6,226,000","539,000",430,NA,0,0,NA,NA,NA,NA,97,56.3,montana,Custer,2427660.8,11867
017,"614,967","108,102","40,051","22,611,000","139,005",NA,"4,164,000","1,725,000","4,016,000","5,511,000","561,000",304,NA,NA,NA,NA,1,NA,NA,63,57.1,nebraska,Brown,784051.2,2903
017,"66,257","20,634","24,206","12,880,000","35,392",NA,"1,322,000","459,000","1,263,000","2,705,000","128,000",199,NA,118,"14,000",NA,NA,NA,NA,24,56.9,nevada,Lincoln,6807532.800000001,4499
017,"23,186","5,560",123,"6,459,000","-1,111",16,"344,000","133,000","466,000","4,671,000","151,000",467,NA,133,"21,000",NA,1,NA,NA,48,55.1,new hampshire,Strafford,245702.40000000002,130889
017,26,0,NA,0,0,NA,NA,NA,"17,000",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,72.5,new jersey,Hudson,39955.2,724854
015,"1,087,902","49,319","31,525","48,181,000","40,826",NA,"5,188,000","1,844,000","4,336,000","15,524,000","650,000",766,NA,27,0,NA,NA,NA,NA,46,56.7,new mexico,Eddy,2686444.8,62314
017,"148,982","77,079",313,"17,863,000","32,518",18,"1,739,000","709,000","2,611,000","7,124,000","178,000",568,NA,0,0,NA,NA,NA,NA,144,58.3,new york,Chenango,575168,47220
017,"180,340","76,833","5,972","70,578,000","342,474",NA,"7,498,000","5,593,000","7,016,000","16,734,000","12,486,000","1,853",NA,0,0,NA,NA,NA,NA,45,57.8,north carolina,Bladen,567763.2,29606
017,"1,126,085","1,085,430","13,871","417,188,000","141,247",NA,"46,608,000","32,126,000","16,459,000","19,955,000","1,302,000","1,393",NA,"28,836","9,194,000",NA,NA,NA,NA,36,54.3,north dakota,Cass,1131462.4000000001,184525
017,"123,916","92,146",246,"40,795,000","4,732",7,"5,472,000","3,621,000","2,654,000","4,022,000","336,000",564,NA,789,"194,000",NA,NA,NA,NA,112,58,ohio,Butler,300928,390357
017,"498,316","255,606","5,398","28,289,000","7,411",2,"9,282,000","4,454,000","7,263,000","7,297,000","961,000",936,NA,17,NA,NA,2,NA,NA,175,56.5,oklahoma,Canadian,579308.7999999999,154405
017,"134,600","30,997","36,029","16,543,000","-12,866",2,"3,276,000","1,000,000","2,309,000","8,063,000","1,076,000",819,0,249,"1,000",NA,1,NA,NA,333,57.4,oregon,Deschutes,1955052.8,198253
017,"77,255","60,015",962,"54,893,000","20,496",15,"3,291,000","2,052,000","3,533,000","15,879,000","638,000","1,075",NA,436,"38,000",NA,1,1,NA,136,56.8,pennsylvania,Bucks,398150.4,646538
017,"148,718","79,945","24,509","59,013,000","52,263",1,"8,979,000","9,268,000","3,548,000","5,200,000","2,013,000",348,NA,96,0,NA,NA,NA,NA,17,60.5,south carolina,Calhoun,251097.59999999998,14119
019,"1,155,068","150,243","46,730","8,473,000","31,329",NA,"934,000","555,000","3,094,000","2,849,000","766,000",449,NA,"2,160","322,000",NA,NA,NA,NA,154,57.4,south dakota,Butte,1450470.4000000001,10243
017,"169,536","106,179","4,919","49,820,000","22,130",NA,"10,734,000","6,395,000","2,927,000","2,299,000","142,000",213,NA,194,"16,000",NA,3,NA,NA,99,58.1,tennessee,Carroll,383910.4,28440
017,"498,909","332,857","54,222","55,082,000","201,101",NA,"6,792,000","6,610,000","7,203,000","15,990,000","1,072,000",582,NA,0,NA,NA,NA,NA,NA,24,58.2,texas,Bailey,529523.2,6904
017,"82,637","16,297","21,194","3,600,000","36,042",NA,"425,000","118,000","920,000","1,398,000","104,000",202,NA,73,"14,000",NA,NA,NA,NA,36,56.5,utah,Garfield,3333248,5083
017,"85,629","32,583",150,"12,538,000","26,999",9,"939,000","348,000","2,219,000","8,083,000","202,000",680,0,101,"35,000",NA,NA,NA,NA,169,57.1,vermont,Orange,442713.6,29277
017,"47,854","15,347",0,"1,675,000","16,630",NA,"361,000","91,000","413,000","826,000","178,000",78,NA,0,NA,NA,NA,NA,NA,16,64.7,virginia,Bath,342118.39999999997,4209
017,"822,733","544,444","16,293","179,578,000","64,134",NA,"9,370,000","13,222,000","6,882,000","53,911,000","8,306,000","9,577",NA,0,0,NA,4,NA,NA,44,60,washington,Douglas,1183161.6,42938
017,"67,238","11,790",29,"844,000","-3,196",2,"178,000","16,000","454,000","274,000","21,000",89,NA,102,"5,000",1,NA,NA,NA,31,58.2,west virginia,Doddridge,205107.2,7808
017,"356,176","243,035","8,566","80,684,000","37,138",4,"14,263,000","6,065,000","8,145,000","16,275,000","642,000","1,287",NA,"1,311","389,000",1,8,2,NA,154,55.3,wisconsin,Chippewa,666444.7999999999,66297
017,"528,123","22,740","14,809","999,000","2,814",NA,"301,000","65,000","1,144,000","1,726,000","279,000",63,NA,6,NA,NA,1,NA,NA,44,56.5,wyoming,Hot Springs,1283974.4,4621
019,"121,371","72,801",807,"39,443,000","89,878",NA,"7,081,000","3,932,000","3,786,000","6,141,000","1,490,000",585,NA,139,"13,000",NA,NA,NA,NA,63,55.5,alabama,Cherokee,383968,24971
017,"4,413,121","66,007","6,671","4,316,000","-4,302",NA,"236,000","38,000","7,978,000","5,817,000","337,000","1,453",NA,355,"7,000",NA,NA,NA,NA,164,59,arizona,Navajo,6374073.6,106717
019,"102,979","29,620","2,347","5,663,000","6,360",NA,"800,000","1,227,000","1,706,000","1,315,000","353,000",173,NA,28,NA,NA,NA,NA,NA,37,59.1,arkansas,Clark,564864,21446
